SKU,USD,EUR,GBP,JPY
MFFC4,49,49,49,6800
MFFG4,49,49,49,6800
MFFD4,49,49,49,6800
MFFF4,49,,,
MFFE4,49,,,
MGXV4,49,,,
MFFH4,49,49,49,6800
MFFM4,49,49,49,6800
MFFN4,49,49,49,6800
MFFJ4,49,49,49,6800
MFFL4,49,,,
MFFK4,49,,,
MG9T4,99,99,99,14800
MFT94,99,99,99,14800
MG9U4,99,99,99,14800
MFT84,99,99,99,14800
MG9R4,99,,,
MG9Q4,99,,,
MFT74,99,99,99,14800
MFT64,99,99,99,14800
MG9N4,99,99,99,14800
MG9P4,99,99,99,14800
MFT54,99,99,99,14800
MFT44,99,99,99,14800
MFKX4,99,99,99,14800
MFKY4,99,99,99,14800
MFL04,99,99,99,14800
MFL14,99,99,99,14800
MFL24,99,99,99,14800
MFL34,99,99,99,14800
MFL44,99,99,99,14800
MFL54,99,99,99,14800
MFL64,99,99,99,14800
MFL74,99,99,99,14800
MHUK4,99,99,99,14800
MHUM4,99,99,99,14800
MHUQ4,99,99,99,14800
MHUT4,99,99,99,14800
MHUU4,99,99,99,14800
MHUV4,99,99,99,14800
MHUW4,99,99,99,14800
MHUX4,99,99,99,14800
MHV04,99,99,99,14800
MHV34,99,99,99,14800
MFKJ4,99,99,99,14800
MFKK4,99,99,99,14800
MFKL4,99,99,99,14800
MFKM4,99,99,99,14800
MFKN4,99,99,99,14800
MFKP4,99,99,99,14800
MFKQ4,99,99,99,14800
MFKR4,99,99,99,14800
MFKT4,99,99,99,14800
MFKW4,99,99,99,14800
MGL14,99,99,99,14800
MGL24,99,99,99,14800
MGL34,99,99,99,14800
MGL44,99,99,99,14800
MGL54,99,99,99,14800
MGL64,99,99,99,14800
MGL74,99,99,99,14800
MGL84,99,99,99,14800
MGL94,99,99,99,14800
MGLA4,99,99,99,14800
MFK64,99,99,99,14800
MFK74,99,99,99,14800
MFK84,99,99,99,14800
MFK94,99,99,99,14800
MFKA4,99,99,99,14800
MFKC4,99,99,99,14800
MFKD4,99,99,99,14800
MFKE4,99,99,99,14800
MFKF4,99,99,99,14800
MFKG4,99,99,99,14800
MGW34,99,99,99,14800
MGW44,99,99,99,14800
MGW54,99,99,99,14800
MGW64,99,99,99,14800
MGW74,99,99,99,14800
MGW84,99,99,99,14800
MGW94,99,99,99,14800
MGWA4,99,99,99,14800
MGWC4,99,99,99,14800
MGWD4,99,99,99,14800
MFJU4,99,99,99,14800
MFJV4,99,99,99,14800
MFJW4,99,99,99,14800
MFJX4,99,99,99,14800
MFJY4,99,99,99,14800
MFK04,99,99,99,14800
MFK14,99,99,99,14800
MFK24,99,99,99,14800
MFK34,99,99,99,14800
MFK44,99,99,99,14800
MFMP4,99,99,99,14800
MFMQ4,99,99,99,14800
MFN14,99,99,99,14800
MFN24,99,99,99,14800
MFN34,99,99,99,14800
MFMR4,99,99,99,14800
MFMT4,99,99,99,14800
MFMU4,99,99,99,14800
MFMV4,99,99,99,14800
MFMW4,99,99,99,14800
MFMX4,99,99,99,14800
MFMY4,99,99,99,14800
MFN04,99,99,99,14800
MHV44,99,99,99,14800
MHV54,99,99,99,14800
MHVG4,99,99,99,14800
MHVH4,99,99,99,14800
MHVK4,99,99,99,14800
MHV64,99,99,99,14800
MHV74,99,99,99,14800
MHV94,99,99,99,14800
MHVA4,99,99,99,14800
MHVC4,99,99,99,14800
MHVD4,99,99,99,14800
MHVE4,99,99,99,14800
MHVF4,99,99,99,14800
MFM64,99,99,99,14800
MFM74,99,99,99,14800
MFMK4,99,99,99,14800
MFMM4,99,99,99,14800
MFMN4,99,99,99,14800
MFM84,99,99,99,14800
MFM94,99,99,99,14800
MFMC4,99,99,99,14800
MFMD4,99,99,99,14800
MFMF4,99,99,99,14800
MFMG4,99,99,99,14800
MFMH4,99,99,99,14800
MFMJ4,99,99,99,14800
MGLC4,99,99,99,14800
MGLD4,99,99,99,14800
MGLN4,99,99,99,14800
MGLP4,99,99,99,14800
MGLQ4,99,99,99,14800
MGLE4,99,99,99,14800
MGLF4,99,99,99,14800
MGLG4,99,99,99,14800
MGLH4,99,99,99,14800
MGLJ4,99,99,99,14800
MGLK4,99,99,99,14800
MGLL4,99,99,99,14800
MGLM4,99,99,99,14800
MFLP4,99,99,99,14800
MFLQ4,99,99,99,14800
MFM14,99,99,99,14800
MFM24,99,99,99,14800
MFM54,99,99,99,14800
MFLR4,99,99,99,14800
MFLT4,99,99,99,14800
MFLU4,99,99,99,14800
MFLV4,99,99,99,14800
MFLW4,99,99,99,14800
MFLX4,99,99,99,14800
MFLY4,99,99,99,14800
MFM04,99,99,99,14800
MGWE4,99,99,99,14800
MGWF4,99,99,99,14800
MGWQ4,99,99,99,14800
MGWR4,99,99,99,14800
MGWT4,99,99,99,14800
MGWG4,99,99,99,14800
MGWH4,99,99,99,14800
MGWJ4,99,99,99,14800
MGWK4,99,99,99,14800
MGWL4,99,99,99,14800
MGWM4,99,99,99,14800
MGWN4,99,99,99,14800
MGWP4,99,99,99,14800
MFL84,99,99,99,14800
MFL94,99,99,99,14800
MFLL4,99,99,99,14800
MFLM4,99,99,99,14800
MFLN4,99,99,99,14800
MFLA4,99,99,99,14800
MFLC4,99,99,99,14800
MFLD4,99,99,99,14800
MFLE4,99,99,99,14800
MFLF4,99,99,99,14800
MFLH4,99,99,99,14800
MFLJ4,99,99,99,14800
MFLK4,99,99,99,14800
MHXU4,449,479,399,72800
MHXT4,549,599,499,89800
MGHC4,449,479,399,72800
MGHD4,349,349,299,54800
MXJV3,999,999,899,164800
MXJU3,999,999,899,164800
MXJT3,999,999,899,164800
MGLV4,1099,1099,999,179800
MGLU4,999,999,899,164800
MGLT4,1099,1099,999,179800
MXJY3,449,479,399,72800
MXJX3,999,999,899,164800
MXJW3,999,999,899,164800
MDWA4,349,349,299,54800
MHXC4,349,349,299,54800
MXJK3,349,349,299,54800
MXJJ3,349,349,299,54800
MDWC4,349,349,299,54800
MHXE4,349,349,299,54800
MHXF4,349,349,299,54800
MXJN3,349,,,54800
MXJM3,349,349,299,54800
MHXL4,349,349,299,54800
MHXM4,349,349,299,54800
MHXN4,349,349,299,54800
MHXP4,349,349,299,54800
MHXQ4,349,349,299,54800
MHXR4,349,349,299,54800
MHXX4,549,599,499,89800
MHXV4,1099,1099,999,179800
MHXW4,549,599,499,89800
MXJC3,349,349,299,54800
MXJD3,349,349,299,54800
MDFL4,349,349,299,54800
MHXG4,349,349,299,54800
MHXH4,349,349,299,54800
MHXJ4,349,349,299,54800
MHXK4,349,349,299,54800
MFUA4,49,49,49,6800
MFUE4,49,49,49,6800
MFUG4,49,49,49,6800
MFUH4,49,49,49,6800
MFUM4,49,49,49,6800
MFUN4,49,49,49,6800
MFUP4,49,49,49,6800
MFUQ4,49,49,49,6800
MFUU4,49,49,49,6800
MFUV4,49,49,49,6800
MC0F4,49,49,49,6800
MC0G4,49,49,49,6800
MC0Q4,49,49,49,6800
MC0U4,49,49,49,6800
MC0V4,49,49,49,6800
MC0W4,49,49,49,6800
MC0X4,49,49,49,6800
MC1A4,49,49,49,6800
MC1E4,49,49,49,6800
MC1F4,49,49,49,6800
MFTY4,49,49,49,6800
MFU04,49,49,49,6800
MFU14,49,49,49,6800
MFU34,49,49,49,6800
MFU44,49,49,49,6800
MFU54,49,49,49,6800
MFU64,49,49,49,6800
MFU74,49,49,49,6800
MFU84,49,49,49,6800
MFU94,49,49,49,6800
MAYR4,49,49,49,6800
MAYT4,49,49,49,6800
MAYU4,49,49,49,6800
MAYV4,49,49,49,6800
MAYW4,49,49,49,6800
MAYX4,49,49,49,6800
MAYY4,49,49,49,6800
MC0A4,49,49,49,6800
MC0D4,49,49,49,6800
MC0E4,49,49,49,6800
MFTL4,49,49,49,6800
MFTM4,49,49,49,6800
MFTN4,49,49,49,6800
MFTP4,49,49,49,6800
MFTQ4,49,49,49,6800
MFTR4,49,49,49,6800
MFTT4,49,49,49,6800
MFTU4,49,49,49,6800
MFTV4,49,49,49,6800
MFTX4,49,49,49,6800
MFVU4,49,49,49,6800
MFVV4,49,49,49,6800
MFVW4,49,49,49,6800
MFVX4,49,49,49,6800
MFVY4,49,49,49,6800
MFW04,49,49,49,6800
MFW14,49,49,49,6800
MFW24,49,49,49,6800
MFW34,49,49,49,6800
MFW44,49,49,49,6800
MY7N3,49,49,49,6800
MY7P3,49,49,49,6800
MY7Q3,49,49,49,6800
MY7R3,49,49,49,6800
MY7T3,49,49,49,6800
MY7U3,49,49,49,6800
MY7V3,49,49,49,6800
MY7W3,49,49,49,6800
MY7X3,49,49,49,6800
MY7Y3,49,49,49,6800
MFV84,49,49,49,6800
MFV94,49,49,49,6800
MFVA4,49,49,49,6800
MFVE4,49,49,49,6800
MFVG4,49,49,49,6800
MFVH4,49,49,49,6800
MFVM4,49,49,49,6800
MFVN4,49,49,49,6800
MFVP4,49,49,49,6800
MFVQ4,49,49,49,6800
MY7C3,49,49,49,6800
MY7D3,49,49,49,6800
MY7E3,49,49,49,6800
MY7F3,49,49,49,6800
MY7G3,49,49,49,6800
MY7H3,49,49,49,6800
MY7J3,49,49,49,6800
MY7K3,49,49,49,6800
MY7L3,49,49,49,6800
MY7M3,49,49,49,6800
MFUW4,49,49,49,6800
MFUX4,49,49,49,6800
MFUY4,49,49,49,6800
MFV04,49,49,49,6800
MFV14,49,49,49,6800
MFV34,49,49,49,6800
MFV44,49,49,49,6800
MFV54,49,49,49,6800
MFV64,49,49,49,6800
MFV74,49,49,49,6800
MFX04,49,49,49,6800
MFX14,49,49,49,6800
MFXA4,49,49,49,6800
MFXC4,49,49,49,6800
MFXD4,49,49,49,6800
MFX24,49,49,49,6800
MFX34,49,49,49,6800
MFX44,49,49,49,6800
MFX54,49,49,49,6800
MFX64,49,49,49,6800
MFX74,49,49,49,6800
MFX84,49,49,49,6800
MFX94,49,49,49,6800
MYA33,49,49,49,6800
MYA43,49,49,49,6800
MYAJ3,49,49,49,6800
MYAL3,49,49,49,6800
MYAM3,99,99,99,14800
MYA63,49,49,49,6800
MYA73,49,49,49,6800
MYA93,49,49,49,6800
MYAA3,49,49,49,6800
MYAD3,49,49,49,6800
MYAE3,49,49,49,6800
MYAF3,49,49,49,6800
MYAH3,49,49,49,6800
MFWK4,49,49,49,6800
MFWL4,49,49,49,6800
MFWW4,49,49,49,6800
MFWX4,49,49,49,6800
MFWY4,49,49,49,6800
MFWM4,49,49,49,6800
MFWN4,49,49,49,6800
MFWP4,49,49,49,6800
MFWQ4,49,49,49,6800
MFWR4,49,49,49,6800
MFWT4,49,49,49,6800
MFWU4,49,49,49,6800
MFWV4,49,49,49,6800
MY9N3,49,49,49,6800
MY9P3,49,49,49,6800
MYA03,49,49,49,6800
MYA13,49,49,49,6800
MYA23,49,49,49,6800
MY9Q3,49,49,49,6800
MY9R3,49,49,49,6800
MY9T3,49,49,49,6800
MY9U3,49,49,49,6800
MY9V3,49,49,49,6800
MY9W3,49,49,49,6800
MY9X3,49,49,49,6800
MY9Y3,49,49,49,6800
MFW54,49,49,49,6800
MFW64,49,49,49,6800
MFWG4,49,49,49,6800
MFWH4,49,49,49,6800
MFWJ4,49,49,49,6800
MFW74,49,49,49,6800
MFW84,49,49,49,6800
MFW94,49,49,49,6800
MFWA4,49,49,49,6800
MFWC4,49,49,49,6800
MFWD4,49,49,49,6800
MFWE4,49,49,49,6800
MFWF4,49,49,49,6800
MHY54,49,49,49,6800
MHY44,49,49,49,6800
MHY74,49,49,49,6800
MHY64,49,49,49,6800
MHY34,49,49,49,6800
MHY24,49,49,49,6800
MHYC4,49,49,49,6800
MHYA4,49,49,49,6800
MHYE4,49,49,49,6800
MHYD4,49,49,49,6800
MHY94,49,49,49,6800
MHY84,49,49,49,6800
MHYJ4,49,49,49,6800
MHYH4,49,49,49,6800
MHYL4,49,49,49,6800
MHYK4,49,49,49,6800
MHYG4,49,49,49,6800
MHYF4,49,49,49,6800
MHYM4,49,49,49,6800
MHYP4,49,49,49,6800
MHYN4,49,49,49,6800
MJ594,49,49,49,6800
MHYQ4,49,49,49,6800
MHYT4,49,49,49,6800
MHYR4,49,49,49,6800
MJ5A4,49,49,49,6800
MHYU4,49,49,49,6800
MHYW4,49,49,49,6800
MHYV4,49,49,49,6800
MJ5C4,49,49,49,6800
