code,sku,download_res,crop,note
MGH64,MGH64,,MagSafe Wallets,
MGH64_AV1,MGH64,,MagSafe Wallets,
MGH64_AV2,MGH64,,,
MGH64_AV3,MGH64,,,
MGH64_AV4,MGH64,,,
MGH74,MGH74,,MagSafe Wallets,
MGH74_AV1,MGH74,,MagSafe Wallets,
MGH74_AV2,MGH74,,,
MGH74_AV3,MGH74,,,
MGH74_AV4,MGH74,,,
MGH84,MGH84,,MagSafe Wallets,
MGH84_AV1,MGH84,,MagSafe Wallets,
MGH84_AV2,MGH84,,,
MGH84_AV3,MGH84,,,
MGH84_AV4,MGH84,,,
MGH94,MGH94,,MagSafe Wallets,
MGH94_AV1,MGH94,,MagSafe Wallets,
MGH94_AV2,MGH94,,,
MGH94_AV3,MGH94,,,
MGH94_AV4,MGH94,,,
MGHA4,MGHA4,,MagSafe Wallets,
MGHA4_AV1,MGHA4,,MagSafe Wallets,
MGHA4_AV2,MGHA4,,,
MGHA4_AV3,MGHA4,,,
MGHA4_AV4,MGHA4,,,
MGJ84,MGJ84,,,
MGJ84_AV1,MGJ84,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJ84_AV2,MGJ84,,,
MGJ84_AV3,MGJ84,,,
MGJ94,MGJ94,,,
MGJ94_AV1,MGJ94,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJ94_AV2,MGJ94,,,
MGJ94_AV3,MGJ94,,,
MGJA4,MGJA4,,,
MGJA4_AV1,MGJA4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJA4_AV2,MGJA4,,,
MGJA4_AV3,MGJA4,,,
MGJC4,MGJC4,,,
MGJC4_AV1,MGJC4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJC4_AV2,MGJC4,,,
MGJC4_AV3,MGJC4,,,
MGJD4,MGJD4,,,
MGJD4_AV1,MGJD4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJD4_AV2,MGJD4,,,
MGJD4_AV3,MGJD4,,,
MGJE4,MGJE4,,,
MGJE4_AV1,MGJE4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJE4_AV2,MGJE4,,,
MGJE4_AV3,MGJE4,,,
MGJF4,MGJF4,,,
MGJF4_AV1,MGJF4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJF4_AV2,MGJF4,,,
MGJF4_AV3,MGJF4,,,
MGJG4,MGJG4,,,
MGJG4_AV1,MGJG4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJG4_AV2,MGJG4,,,
MGJG4_AV3,MGJG4,,,
MGJM4,MGJM4,,,
MGJM4_AV1,MGJM4,6426x6426,,auto: custom download res (or undocumented crop?) — verify
MGJM4_AV2,MGJM4,,,
MGJM4_AV3,MGJM4,,,
MGJN4,MGJN4,,,
MGJN4_AV1,MGJN4,3244x3244,,auto: custom download res (or undocumented crop?) — verify
MGJN4_AV2,MGJN4,,,
MGJN4_AV3,MGJN4,,,
MGJP4,MGJP4,,,
MGJP4_AV1,MGJP4,6300x6300,,auto: custom download res (or undocumented crop?) — verify
MGJP4_AV2,MGJP4,,,
MGJP4_AV3,MGJP4,,,
MGJQ4,MGJQ4,,,
MGJQ4_AV1,MGJQ4,6784x6784,,auto: custom download res (or undocumented crop?) — verify
MGJQ4_AV2,MGJQ4,,,
MGJQ4_AV3,MGJQ4,,,
MGJT4,MGJT4,,,
MGJT4_AV1,MGJT4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJT4_AV2,MGJT4,,,
MGJT4_AV3,MGJT4,,,
MGJU4,MGJU4,,,
MGJU4_AV1,MGJU4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJU4_AV2,MGJU4,,,
MGJU4_AV3,MGJU4,,,
MGJV4,MGJV4,,,
MGJV4_AV1,MGJV4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJV4_AV2,MGJV4,,,
MGJV4_AV3,MGJV4,,,
MGJW4,MGJW4,,,
MGJW4_AV1,MGJW4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGJW4_AV2,MGJW4,,,
MGJW4_AV3,MGJW4,,,
MGJX4,MGJX4,,,
MGJX4_AV1,MGJX4,6500x6500,,auto: custom download res (or undocumented crop?) — verify
MGJX4_AV2,MGJX4,,,
MGJX4_AV3,MGJX4,,,
MGJY4,MGJY4,,,
MGJY4_AV1,MGJY4,6318x6318,,auto: custom download res (or undocumented crop?) — verify
MGJY4_AV2,MGJY4,,,
MGJY4_AV3,MGJY4,,,
MGK04,MGK04,,,
MGK04_AV1,MGK04,4223x4223,,auto: custom download res (or undocumented crop?) — verify
MGK04_AV2,MGK04,,,
MGK04_AV3,MGK04,,,
MGK14,MGK14,,,
MGK14_AV1,MGK14,6500x6500,,auto: custom download res (or undocumented crop?) — verify
MGK14_AV2,MGK14,,,
MGK14_AV3,MGK14,,,
MGK24,MGK24,,,
MGK24_AV1,MGK24,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGK24_AV2,MGK24,,,
MGK24_AV3,MGK24,,,
MGK34,MGK34,,,
MGK34_AV1,MGK34,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGK34_AV2,MGK34,,,
MGK34_AV3,MGK34,,,
MGK44,MGK44,,,
MGK44_AV1,MGK44,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGK44_AV2,MGK44,,,
MGK44_AV3,MGK44,,,
MGK54,MGK54,,,
MGK54_AV1,MGK54,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGK54_AV2,MGK54,,,
MGK54_AV3,MGK54,,,
MGKC4,MGKC4,,,
MGKC4_AV1,MGKC4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGKC4_AV2,MGKC4,,,
MGKC4_AV3,MGKC4,,,
MGKE4,MGKE4,,,
MGKE4_AV1,MGKE4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGKE4_AV2,MGKE4,,,
MGKE4_AV3,MGKE4,,,
MGKF4,MGKF4,,,
MGKF4_AV1,MGKF4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGKF4_AV2,MGKF4,,,
MGKF4_AV3,MGKF4,,,
MGKG4,MGKG4,,,
MGKG4_AV1,MGKG4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGKG4_AV2,MGKG4,,,
MGKG4_AV3,MGKG4,,,
MGMN2,MGMN2,,,
MGMN2_AV1_GOLD,MGMN2,,,
MGMN2_AV1_SILVER,MGMN2,,,
MGMN2_AV1_SPACE_GRAY,MGMN2,,,
MGMN2_AV2,MGMN2,,,
MGMN2_AV3,MGMN2,,,
MGMN2_AV4,MGMN2,,,
MGMN2_AV5,MGMN2,,,
MGMN2_AV6,MGMN2,,,
MGMW2,MGMW2,,,
MGMW2_AV1_GOLD,MGMW2,,,
MGMW2_AV1_SILVER,MGMW2,,,
MGMW2_AV1_SPACE_GRAY,MGMW2,,,
MGMW2_AV2,MGMW2,,,
MGMW2_AV3,MGMW2,,,
MGMW2_AV4,MGMW2,,,
MGMW2_AV5,MGMW2,,,
MGMW2_AV6,MGMW2,,,
MGN32,MGN32,,,
MGN32_AV1_GOLD,MGN32,,,
MGN32_AV1_SILVER,MGN32,,,
MGN32_AV1_SPACE_GRAY,MGN32,,,
MGN32_AV2,MGN32,,,
MGN32_AV3,MGN32,,,
MGN32_AV4,MGN32,,,
MGN32_AV5,MGN32,,,
MGN32_AV6,MGN32,,,
MGN62,MGN62,,,
MGN62_AV1,MGN62,,,
MGN62_AV2,MGN62,,,
MGN62_AV3,MGN62,,,
MGN62_AV4,MGN62,,,
MGNC2,MGNC2,,,
MGNC2_AV1_GOLD,MGNC2,,,
MGNC2_AV1_SILVER,MGNC2,,,
MGNC2_AV1_SPACE_GRAY,MGNC2,,,
MGNC2_AV2,MGNC2,,,
MGNC2_AV3,MGNC2,,,
MGNC2_AV4,MGNC2,,,
MGNC2_AV5,MGNC2,,,
MGND2,MGND2,,,
MGND2_AV1_GOLD,MGND2,,,
MGND2_AV1_SILVER,MGND2,,,
MGND2_AV1_SPACE_GRAY,MGND2,,,
MGND2_AV2,MGND2,,,
MGND2_AV3,MGND2,,,
MGND2_AV4,MGND2,,,
MGND2_AV5,MGND2,,,
MGND2_AV6,MGND2,,,
MGNK2,MGNK2,,,
MGNK2_AV1_GOLD,MGNK2,,,
MGNK2_AV1_SILVER,MGNK2,,,
MGNK2_AV1_SPACE_GRAY,MGNK2,,,
MGNK2_AV2,MGNK2,,,
MGNK2_AV3,MGNK2,,,
MGNK2_AV4,MGNK2,,,
MGNK2_AV5,MGNK2,,,
MGNL2,MGNL2,,,
MGNL2_AV1_GOLD,MGNL2,,,
MGNL2_AV1_SILVER,MGNL2,,,
MGNL2_AV1_SPACE_GRAY,MGNL2,,,
MGNL2_AV2,MGNL2,,,
MGNL2_AV3,MGNL2,,,
MGNL2_AV4,MGNL2,,,
MGNL2_AV5,MGNL2,,,
MGNM2,MGNM2,,,
MGNM2_AV1_GOLD,MGNM2,,,
MGNM2_AV1_SILVER,MGNM2,,,
MGNM2_AV1_SPACE_GRAY,MGNM2,,,
MGNM2_AV2,MGNM2,,,
MGNM2_AV3,MGNM2,,,
MGNM2_AV4,MGNM2,,,
MGNM2_AV5,MGNM2,,,
MGNN2,MGNN2,,,
MGNN2_AV1_GOLD,MGNN2,,,
MGNN2_AV1_SILVER,MGNN2,,,
MGNN2_AV1_SPACE_GRAY,MGNN2,,,
MGNN2_AV2,MGNN2,,,
MGNN2_AV3,MGNN2,,,
MGNN2_AV4,MGNN2,,,
MGNN2_AV5,MGNN2,,,
MGNQ2,MGNQ2,,,
MGNQ2_AV1_GOLD,MGNQ2,,,
MGNQ2_AV1_SILVER,MGNQ2,,,
MGNQ2_AV1_SPACE_GRAY,MGNQ2,,,
MGNQ2_AV2,MGNQ2,,,
MGNQ2_AV3,MGNQ2,,,
MGNQ2_AV4,MGNQ2,,,
MGNQ2_AV5,MGNQ2,,,
MGNT2,MGNT2,,,
MGNT2_AV1_GOLD,MGNT2,,,
MGNT2_AV1_SILVER,MGNT2,,,
MGNT2_AV1_SPACE_GRAY,MGNT2,,,
MGNT2_AV2,MGNT2,,,
MGNT2_AV3,MGNT2,,,
MGNT2_AV4,MGNT2,,,
MGNT2_AV5,MGNT2,,,
MGQF2,MGQF2,,,
MGQF2_AV1_GOLD,MGQF2,,,
MGQF2_AV1_SILVER,MGQF2,,,
MGQF2_AV1_SPACE_GRAY,MGQF2,,,
MGQF2_AV2,MGQF2,,,
MGQF2_AV3,MGQF2,,,
MGQF2_AV4,MGQF2,,,
MGQF2_AV5,MGQF2,,,
MGQG2,MGQG2,,,
MGQG2_AV1_GOLD,MGQG2,,,
MGQG2_AV1_SILVER,MGQG2,,,
MGQG2_AV1_SPACE_GRAY,MGQG2,,,
MGQG2_AV2,MGQG2,,,
MGQG2_AV3,MGQG2,,,
MGQG2_AV4,MGQG2,,,
MGQG2_AV5,MGQG2,,,
MGQH2,MGQH2,,,
MGQH2_AV1_GOLD,MGQH2,,,
MGQH2_AV1_SILVER,MGQH2,,,
MGQH2_AV1_SPACE_GRAY,MGQH2,,,
MGQH2_AV2,MGQH2,,,
MGQH2_AV3,MGQH2,,,
MGQH2_AV4,MGQH2,,,
MGQH2_AV5,MGQH2,,,
MGQJ2,MGQJ2,,,
MGQJ2_AV1_GOLD,MGQJ2,,,
MGQJ2_AV1_SILVER,MGQJ2,,,
MGQJ2_AV1_SPACE_GRAY,MGQJ2,,,
MGQJ2_AV2,MGQJ2,,,
MGQJ2_AV3,MGQJ2,,,
MGQJ2_AV4,MGQJ2,,,
MGQJ2_AV5,MGQJ2,,,
MGQL2,MGQL2,,,
MGQL2_AV1_GOLD,MGQL2,,,
MGQL2_AV1_SILVER,MGQL2,,,
MGQL2_AV1_SPACE_GRAY,MGQL2,,,
MGQL2_AV2,MGQL2,,,
MGQL2_AV3,MGQL2,,,
MGQL2_AV4,MGQL2,,,
MGQM2,MGQM2,,,
MGQM2_AV1_GOLD,MGQM2,,,
MGQM2_AV1_SILVER,MGQM2,,,
MGQM2_AV1_SPACE_GRAY,MGQM2,,,
MGQM2_AV2,MGQM2,,,
MGQM2_AV3,MGQM2,,,
MGQM2_AV4,MGQM2,,,
MGQR2,MGQR2,,,
MGQR2_AV1_GOLD,MGQR2,,,
MGQR2_AV1_SILVER,MGQR2,,,
MGQR2_AV1_SPACE_GRAY,MGQR2,,,
MGQR2_AV2,MGQR2,,,
MGQR2_AV3,MGQR2,,,
MGQR2_AV4,MGQR2,,,
MGQR2_AV5,MGQR2,,,
MGQV2,MGQV2,,,
MGQV2_AV1_GOLD,MGQV2,,,
MGQV2_AV1_SILVER,MGQV2,,,
MGQV2_AV1_SPACE_GRAY,MGQV2,,,
MGQV2_AV2,MGQV2,,,
MGQV2_AV3,MGQV2,,,
MGQV2_AV4,MGQV2,,,
MGQV2_AV5,MGQV2,,,
MGQW2,MGQW2,,,
MGQW2_AV1_GOLD,MGQW2,,,
MGQW2_AV1_SILVER,MGQW2,,,
MGQW2_AV1_SPACE_GRAY,MGQW2,,,
MGQW2_AV2,MGQW2,,,
MGQW2_AV3,MGQW2,,,
MGQW2_AV4,MGQW2,,,
MGQW2_AV5,MGQW2,,,
MGQX2,MGQX2,,,
MGQX2_AV1_GOLD,MGQX2,,,
MGQX2_AV1_SILVER,MGQX2,,,
MGQX2_AV1_SPACE_GRAY,MGQX2,,,
MGQX2_AV2,MGQX2,,,
MGQX2_AV3,MGQX2,,,
MGQX2_AV4,MGQX2,,,
MGQX2_AV5,MGQX2,,,
MGQY2,MGQY2,,,
MGQY2_AV1_GOLD,MGQY2,,,
MGQY2_AV1_SILVER,MGQY2,,,
MGQY2_AV1_SPACE_GRAY,MGQY2,,,
MGQY2_AV2,MGQY2,,,
MGQY2_AV3,MGQY2,,,
MGQY2_AV4,MGQY2,,,
MGQY2_AV5,MGQY2,,,
MGR22,MGR22,,,
MGR22_AV1_GOLD,MGR22,,,
MGR22_AV1_SILVER,MGR22,,,
MGR22_AV1_SPACE_GRAY,MGR22,,,
MGR22_AV2,MGR22,,,
MGR22_AV3,MGR22,,,
MGR22_AV4,MGR22,,,
MGR22_AV5,MGR22,,,
MGR32,MGR32,,,
MGR32_AV1_GOLD,MGR32,,,
MGR32_AV1_SILVER,MGR32,,,
MGR32_AV1_SPACE_GRAY,MGR32,,,
MGR32_AV2,MGR32,,,
MGR32_AV3,MGR32,,,
MGR32_AV4,MGR32,,,
MGR32_AV5,MGR32,,,
MGR52,MGR52,,,
MGR52_AV1_GOLD,MGR52,,,
MGR52_AV1_SILVER,MGR52,,,
MGR52_AV1_SPACE_GRAY,MGR52,,,
MGR52_AV2,MGR52,,,
MGR52_AV3,MGR52,,,
MGR52_AV4,MGR52,,,
MGR52_AV5,MGR52,,,
MGR62,MGR62,,,
MGR62_AV1_GOLD,MGR62,,,
MGR62_AV1_SILVER,MGR62,,,
MGR62_AV1_SPACE_GRAY,MGR62,,,
MGR62_AV2,MGR62,,,
MGR62_AV3,MGR62,,,
MGR62_AV4,MGR62,,,
MGR62_AV5,MGR62,,,
MGR82,MGR82,,,
MGR82_AV1_GOLD,MGR82,,,
MGR82_AV1_SILVER,MGR82,,,
MGR82_AV1_SPACE_GRAY,MGR82,,,
MGR82_AV2,MGR82,,,
MGR82_AV3,MGR82,,,
MGR82_AV4,MGR82,,,
MGR82_AV5,MGR82,,,
MGR92,MGR92,,,
MGR92_AV1_GOLD,MGR92,,,
MGR92_AV1_SILVER,MGR92,,,
MGR92_AV1_SPACE_GRAY,MGR92,,,
MGR92_AV2,MGR92,,,
MGR92_AV3,MGR92,,,
MGR92_AV4,MGR92,,,
MGR92_AV5,MGR92,,,
MGRF2,MGRF2,,,
MGRF2_AV1_GOLD,MGRF2,,,
MGRF2_AV1_SILVER,MGRF2,,,
MGRF2_AV1_SPACE_GRAY,MGRF2,,,
MGRF2_AV2,MGRF2,,,
MGRF2_AV3,MGRF2,,,
MGRF2_AV4,MGRF2,,,
MGRF2_AV5,MGRF2,,,
MGRG2,MGRG2,,,
MGRG2_AV1_GOLD,MGRG2,,,
MGRG2_AV1_SILVER,MGRG2,,,
MGRG2_AV1_SPACE_GRAY,MGRG2,,,
MGRG2_AV2,MGRG2,,,
MGRG2_AV3,MGRG2,,,
MGRG2_AV4,MGRG2,,,
MGRG2_AV5,MGRG2,,,
MGRH2,MGRH2,,,
MGRH2_AV1_GOLD,MGRH2,,,
MGRH2_AV1_SILVER,MGRH2,,,
MGRH2_AV1_SPACE_GRAY,MGRH2,,,
MGRH2_AV2,MGRH2,,,
MGRH2_AV3,MGRH2,,,
MGRH2_AV4,MGRH2,,,
MGRH2_AV5,MGRH2,,,
MGTL4,MGTL4,,,
MGTL4_AV1,MGTL4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGTL4_AV2,MGTL4,,,
MGTL4_AV3,MGTL4,,,
MGTL4_AV4,MGTL4,,,
MGTM2,MGTM2,,,
MGTM2_AV1_GOLD,MGTM2,,,
MGTM2_AV1_SILVER,MGTM2,,,
MGTM2_AV1_SPACE_GRAY,MGTM2,,,
MGTM2_AV2,MGTM2,,,
MGTM2_AV3,MGTM2,,,
MGTM2_AV5,MGTM2,,,
MGTM4,MGTM4,,,
MGTM4_AV1,MGTM4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGTM4_AV2,MGTM4,,,
MGTM4_AV3,MGTM4,,,
MGTM4_AV4,MGTM4,,,
MGTN2,MGTN2,,,
MGTN2_AV1_GOLD,MGTN2,2048x2048,,auto: custom download res (or undocumented crop?) — verify
MGTN2_AV1_SILVER,MGTN2,2048x2048,,auto: custom download res (or undocumented crop?) — verify
MGTN2_AV1_SPACE_GRAY,MGTN2,2048x2048,,auto: custom download res (or undocumented crop?) — verify
MGTN2_AV2,MGTN2,,,
MGTN2_AV3,MGTN2,,,
MGTN2_AV4,MGTN2,,,
MGTN2_AV5,MGTN2,,,
MGTN4,MGTN4,,,
MGTN4_AV1,MGTN4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGTN4_AV2,MGTN4,,,
MGTN4_AV3,MGTN4,,,
MGTN4_AV4,MGTN4,,,
MGTP2,MGTP2,,,
MGTP2_AV1_GOLD,MGTP2,,,
MGTP2_AV1_SILVER,MGTP2,,,
MGTP2_AV1_SPACE_GRAY,MGTP2,,,
MGTP2_AV2,MGTP2,,,
MGTP2_AV3,MGTP2,,,
MGTP2_AV5,MGTP2,,,
MGTP4,MGTP4,,,
MGTP4_AV1,MGTP4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGTP4_AV2,MGTP4,,,
MGTP4_AV3,MGTP4,,,
MGTP4_AV4,MGTP4,,,
MGTQ2,MGTQ2,,,
MGTQ2_AV1_GOLD,MGTQ2,,,
MGTQ2_AV1_SILVER,MGTQ2,,,
MGTQ2_AV1_SPACE_GRAY,MGTQ2,,,
MGTQ2_AV2,MGTQ2,,,
MGTQ2_AV3,MGTQ2,,,
MGTQ2_AV5,MGTQ2,,,
MGTQ4,MGTQ4,,,
MGTQ4_AV1,MGTQ4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGTQ4_AV2,MGTQ4,,,
MGTQ4_AV3,MGTQ4,,,
MGTQ4_AV4,MGTQ4,,,
MGTR2,MGTR2,,,
MGTR2_AV1_GOLD,MGTR2,,,
MGTR2_AV1_SILVER,MGTR2,,,
MGTR2_AV1_SPACE_GRAY,MGTR2,,,
MGTR2_AV2,MGTR2,,,
MGTR2_AV3,MGTR2,,,
MGTR2_AV4,MGTR2,,,
MGTR2_AV5,MGTR2,,,
MGTR2_AV6,MGTR2,,,
MGTR4,MGTR4,,,
MGTR4_AV1,MGTR4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGTR4_AV2,MGTR4,,,
MGTR4_AV3,MGTR4,,,
MGTR4_AV4,MGTR4,,,
MGTT2,MGTT2,,,
MGTT2_AV1_GOLD,MGTT2,,,
MGTT2_AV1_SILVER,MGTT2,,,
MGTT2_AV1_SPACE_GRAY,MGTT2,,,
MGTT2_AV2,MGTT2,,,
MGTT2_AV3,MGTT2,,,
MGTT2_AV4,MGTT2,,,
MGTT2_AV5,MGTT2,,,
MGTU2,MGTU2,,,
MGTU2_AV1_GOLD,MGTU2,,,
MGTU2_AV1_SILVER,MGTU2,,,
MGTU2_AV1_SPACE_GRAY,MGTU2,,,
MGTU2_AV2,MGTU2,,,
MGTU2_AV3,MGTU2,,,
MGTU2_AV4,MGTU2,,,
MGTU2_AV5,MGTU2,,,
MGTU2_AV6,MGTU2,,,
MGTV2,MGTV2,,,
MGTV2_AV1_GOLD,MGTV2,,,
MGTV2_AV1_SILVER,MGTV2,,,
MGTV2_AV1_SPACE_GRAY,MGTV2,,,
MGTV2_AV2,MGTV2,,,
MGTV2_AV3,MGTV2,,,
MGTV2_AV4,MGTV2,,,
MGTV2_AV5,MGTV2,,,
MGTW2,MGTW2,,,
MGTW2_AV1_GOLD,MGTW2,,,
MGTW2_AV1_SILVER,MGTW2,,,
MGTW2_AV1_SPACE_GRAY,MGTW2,,,
MGTW2_AV2,MGTW2,,,
MGTW2_AV3,MGTW2,,,
MGTW2_AV4,MGTW2,,,
MGTW2_AV5,MGTW2,,,
MGXK2,MGXK2,,,
MGXK2_AV1_GOLD,MGXK2,2560x2560,,auto: custom download res (or undocumented crop?) — verify
MGXK2_AV1_SILVER,MGXK2,2560x2560,,auto: custom download res (or undocumented crop?) — verify
MGXK2_AV1_SPACE_GRAY,MGXK2,2560x2560,,auto: custom download res (or undocumented crop?) — verify
MGXK2_AV2,MGXK2,,,
MGXK2_AV3,MGXK2,,,
MGXK2_AV4,MGXK2,,,
MGXK2_AV5,MGXK2,,,
MGXL2,MGXL2,,,
MGXL2_AV1_GOLD,MGXL2,2048x2048,,auto: custom download res (or undocumented crop?) — verify
MGXL2_AV1_SILVER,MGXL2,2048x2048,,auto: custom download res (or undocumented crop?) — verify
MGXL2_AV1_SPACE_GRAY,MGXL2,2048x2048,,auto: custom download res (or undocumented crop?) — verify
MGXL2_AV2,MGXL2,,,
MGXL2_AV3,MGXL2,,,
MGXL2_AV4,MGXL2,,,
MGXL2_AV5,MGXL2,,,
MGXN2,MGXN2,,,
MGXN2_AV1_GOLD,MGXN2,,,
MGXN2_AV1_SILVER,MGXN2,,,
MGXN2_AV1_SPACE_GRAY,MGXN2,,,
MGXN2_AV2,MGXN2,,,
MGXN2_AV3,MGXN2,,,
MGXN2_AV5,MGXN2,,,
MGXT2,MGXT2,,,
MGXT2_AV1_GOLD,MGXT2,,,
MGXT2_AV1_SILVER,MGXT2,,,
MGXT2_AV1_SPACE_GRAY,MGXT2,,,
MGXT2_AV2,MGXT2,,,
MGXT2_AV3,MGXT2,,,
MGXT2_AV4,MGXT2,,,
MGXT2_AV5,MGXT2,,,
MGXU2,MGXU2,,,
MGXU2_AV1_GOLD,MGXU2,,,
MGXU2_AV1_SILVER,MGXU2,,,
MGXU2_AV1_SPACE_GRAY,MGXU2,,,
MGXU2_AV2,MGXU2,,,
MGXU2_AV3,MGXU2,,,
MGXU2_AV4,MGXU2,,,
MGXU2_AV5,MGXU2,,,
MGXW2,MGXW2,,,
MGXW2_AV1_GOLD,MGXW2,,,
MGXW2_AV1_SILVER,MGXW2,,,
MGXW2_AV1_SPACE_GRAY,MGXW2,,,
MGXW2_AV2,MGXW2,,,
MGXW2_AV3,MGXW2,,,
MGXW2_AV4,MGXW2,,,
MGXW2_AV5,MGXW2,,,
MGXX2,MGXX2,,,
MGXX2_AV1_GOLD,MGXX2,,,
MGXX2_AV1_SILVER,MGXX2,,,
MGXX2_AV1_SPACE_GRAY,MGXX2,,,
MGXX2_AV2,MGXX2,,,
MGXX2_AV3,MGXX2,,,
MGXX2_AV4,MGXX2,,,
MGXX2_AV5,MGXX2,,,
MGY54,MGY54,,,
MGY54_AV1,MGY54,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGY54_AV2,MGY54,,,
MGY54_AV3,MGY54,,,
MGY54_AV4,MGY54,,,
MGY64,MGY64,,,
MGY64_AV1,MGY64,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGY64_AV2,MGY64,,,
MGY64_AV3,MGY64,,,
MGY64_AV4,MGY64,,,
MGY74,MGY74,,,
MGY74_AV1,MGY74,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGY74_AV2,MGY74,,,
MGY74_AV3,MGY74,,,
MGY74_AV4,MGY74,,,
MGY84,MGY84,,,
MGY84_AV1,MGY84,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGY84_AV2,MGY84,,,
MGY84_AV3,MGY84,,,
MGY84_AV4,MGY84,,,
MGY94,MGY94,,,
MGY94_AV1,MGY94,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGY94_AV2,MGY94,,,
MGY94_AV3,MGY94,,,
MGY94_AV4,MGY94,,,
MGYA4,MGYA4,,,
MGYA4_AV1,MGYA4,4000x4000,,auto: custom download res (or undocumented crop?) — verify
MGYA4_AV2,MGYA4,,,
MGYA4_AV3,MGYA4,,,
MGYA4_AV4,MGYA4,,,
MGYQ3,MGYQ3,,,
MGYR3,MGYR3,,,
MGYT3,MGYT3,,,
MGYU3,MGYU3,,,
MGYV3,MGYV3,,,
MGYW3,MGYW3,,,
MGYW4,MGYW4,,,
MGYW4_AV1,MGYW4,,,
MGYW4_AV2,MGYW4,,,
MGYX3,MGYX3,,,
MGYY3,MGYY3,,,
MH003,MH003,,,
MH004,MH004,,,
MH004_AV1,MH004,,,
MH004_AV2,MH004,,,
MH004_AV3,MH004,,,
MH004_AV4,MH004,,,
MH004_AV5,MH004,,,
MH014,MH014,,,
MH014_AV1,MH014,,,
MH014_AV2,MH014,,,
MH014_AV3,MH014,,,
MH014_AV4,MH014,,,
MH014_AV5,MH014,,,
MH023,MH023,,,
MH024,MH024,,,
MH024_AV1,MH024,,,
MH024_AV2,MH024,,,
MH024_AV3,MH024,,,
MH024_AV4,MH024,,,
MH024_AV5,MH024,,,
MH043,MH043,,,
MH044,MH044,,,
MH044_AV1,MH044,,,
MH044_AV2,MH044,,,
MH044_AV3,MH044,,,
MH044_AV4,MH044,,,
MH044_AV5,MH044,,,
MH063,MH063,,,
MH073,MH073,,,
MH083,MH083,,,
MH093,MH093,,,
MH0A3,MH0A3,,,
MH0A3_AV1,MH0A3,,,
MH0A3_AV2,MH0A3,,,
MH0A3_AV3,MH0A3,,,
MH0A3_AV4,MH0A3,,,
MH0D3,MH0D3,,,
MH0D3_AV1,MH0D3,,,
MH0D3_AV2,MH0D3,,,
MH0D3_AV3,MH0D3,,,
MH0D3_AV4,MH0D3,,,
MHJ03,MHJ03,,,
MHJ23,MHJ23,,AirTag Key Rings,
MHK63,MHK63,,,
MHK63_AV1,MHK63,,,
MHK63_AV2,MHK63,,,
MHK63_AV3,MHK63,,,
MHK63_AV4,MHK63,,,
MHK63_AV5,MHK63,,,
MHK63_AV6,MHK63,,,
MHK73,MHK73,,,
MHK73_AV1,MHK73,,,
MHK73_AV2,MHK73,,,
MHK73_AV3,MHK73,,,
MHK73_AV4,MHK73,,,
MHK73_AV5,MHK73,,,
MHK73_AV6,MHK73,,,
MHK83,MHK83,,,
MHK83_AV1,MHK83,,,
MHK83_AV2,MHK83,,,
MHK83_AV3,MHK83,,,
MHK83_AV4,MHK83,,,
MHK83_AV5,MHK83,,,
MHK83_AV6,MHK83,,,
MHK93,MHK93,,,
MHK93_AV1,MHK93,,,
MHK93_AV2,MHK93,,,
MHK93_AV3,MHK93,,,
MHK93_AV4,MHK93,,,
MHK93_AV5,MHK93,,,
MHK93_AV6,MHK93,,,
MHKA3,MHKA3,,,
MHKA3_AV1,MHKA3,,,
MHKA3_AV2,MHKA3,,,
