SKU,USD,EUR,GBP,JPY,CNY,CAD,AUD,INR,KRW,BRL,MXN,CHF,SGD,HKD,AED,SEK
MD829,9,9,7,980,,,,,,,,,,,,
MD971,9,9,7,980,,,,,,,,,,,,
MD972,9,9,7,980,,,,,,,,,,,,
MD973,9,9,7,980,,,,,,,,,,,,
MD974,9,9,7,980,,,,,,,,,,,,
MD454,49,49,39,4400,,,,,,,,,,,,
MD455,49,49,39,4400,,,,,,,,,,,,
MD456,49,49,39,4400,,,,,,,,,,,,
MD457,49,49,39,4400,,,,,,,,,,,,
MD458,49,49,39,4400,,,,,,,,,,,,
MD579,49,49,39,4400,,,,,,,,,,,,
MD306,39,39,35,3980,,,,,,,,,,,,
MD307,39,39,35,3980,,,,,,,,,,,,
MD308,39,39,35,3980,,,,,,,,,,,,
MD309,39,39,35,3980,,,,,,,,,,,,
MD310,39,39,35,3980,,,,,,,,,,,,
MD301,69,69,59,6980,,,,,,,,,,,,
MD302,69,69,59,6980,,,,,,,,,,,,
MD303,69,69,59,6980,,,,,,,,,,,,
MD304,69,69,59,6980,,,,,,,,,,,,
MD305,69,69,59,6980,,,,,,,,,,,,
MC939,39,39,35,3980,,,,,,,,,,,,
MC941,39,39,35,3980,,,,,,,,,,,,
MC942,39,39,35,3980,,,,,,,,,,,,
MC944,39,39,35,3980,,,,,,,,,,,,
MC945,39,39,35,3980,,,,,,,,,,,,
MC947,69,69,59,6980,,,,,,,,,,,,
MC948,69,69,59,6980,,,,,,,,,,,,
MC949,69,69,59,6980,,,,,,,,,,,,
MC952,69,69,59,6980,,,,,,,,,,,,
MC839,29,29,25,2800,,35,,,,199,599,29,,,,295
MC670,29,29,25,2800,,35,,,,199,599,29,,,,295
MC671,29,29,25,2800,,35,,,,199,599,29,,,,295
MC672,29,29,25,2800,,35,,,,199,599,29,,,,295
MC669,29,29,25,2800,,35,,,,199,599,29,,,,295
MC668,29,29,25,2800,,35,,,,199,599,29,,,,295
MF030,29,29,25,2800,,,,,,,,,,,,
MF031,29,29,25,2800,,,,,,,,,,,,
MGRM2,39,45,39,4800,,,,,,,,,,,,
ML8H2,49,55,49,5800,,,,,,,,,,,,
ML8J2,49,55,49,5800,,,,,,,,,,,,
ML8K2,49,55,49,5800,,,,,,,,,,,,
ML8L2,49,55,49,5800,,,,,,,,,,,,
MNN62,49,55,49,5800,,,,,,,,,,,,
MQHX2,49,55,49,5800,,,,,,,,,,,,
MHXH3,39,45,39,4500,,,,,,,,,,,,
MX6X3,39,45,39,6480,,,,,,,,,,,,
MX6Y3,49,55,49,8480,,,,,,,,,,,,
MGD74,39,45,39,6480,,,,,,,,,,,,
MGDM4,49,55,49,8480,,,,,,,,,,,,
MHXF3,129,149,129,14800,,,,,,,,,,,,
MJWY3,99,109,99,11800,,,,,,,,,,,,
MGPG4,99,109,99,15800,,,,,,,,,,,,
