SKU,USD,EUR,GBP,JPY,CNY,CAD,AUD,INR,KRW,BRL,MXN,CHF,SGD,HKD,AED,SEK
MRG92,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MRGA2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MRGC2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MRGD2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MRFQ2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MRFR2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MRFU2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MRG52,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MRG62,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MRG72,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MRG82,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MNKT2,169,179,139,20304,1388,,,,229000,,3399,179,,1348,,1795
MPTL2,159,179,159,19224,,219,235,,199000,1049,3499,,,1248,629,1795
MRFF2,49,55,49,6264,,,,,,,,,,,,
MRFG2,49,55,49,6264,,,,,,,,,,,,
MRFJ2,69,79,69,9504,,,,,,,,,,,,
MRFK2,69,79,69,9504,,,,,,,,,,,,
MRFL2,129,149,129,17064,,179,189,,169000,849,2899,149,,988,549,1495
MRFM2,129,149,129,17064,,179,189,,169000,849,2899,149,,988,549,1495
MRFN2,29,35,29,3456,,39,45,,35000,179,649,35,,228,119,329
MRFP2,29,35,29,3456,,39,45,,35000,179,649,35,,228,119,329
MR5P2,129,149,129,17064,,179,189,,169000,849,2899,149,,988,549,1495
MR582,29,35,29,3456,,39,45,,35000,179,649,35,,228,119,329
MQG02,149,169,149,20304,,,,,,,,,,,,
MQG12,149,169,149,20304,,,,,,,,,,,,
MQT12,39,45,39,5184,,49,,,,,879,,58,,179,429
MQT22,39,45,39,5184,,49,,,,,879,,58,,179,429
MQT32,39,45,39,5184,,49,,,,,879,,58,,179,429
MQT42,39,45,39,5184,,49,,,,,879,,58,,179,429
MQT52,39,45,39,5184,,49,,,,,879,,58,,179,429
MQT62,39,45,39,5184,,49,,,,,879,,58,,179,429
MQT72,39,45,39,5184,,49,,,,,879,,58,,179,429
MQT82,39,45,39,5184,,49,,,,,879,,58,,179,429
MR522,39,45,39,5184,,49,,,,,879,,58,,179,429
MQRV2,99,109,99,11664,,129,145,,,,2499,109,148,788,399,995
MQRW2,99,109,99,11664,,129,145,,,,2499,109,148,788,399,995
MQRX2,99,109,99,11664,,129,145,,,,2499,109,148,788,399,995
MQRY2,99,109,99,11664,,129,145,,,,2499,109,148,788,399,995
MQT92,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQTA2,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQTC2,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQTD2,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQTE2,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQTF2,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQTG2,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQTH2,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQTJ2,49,55,49,6264,,69,75,,,,1199,55,68,388,229,549
MQGW2,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MQGX2,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MQGY2,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MQH02,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MQH12,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MQH22,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MQH42,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MQH52,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MR3Q2,39,45,39,4536,,49,65,3500,49000,279,879,45,59,299,169,429
MQHJ2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQHK2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQHL2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQHM2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQHN2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQHP2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQHQ2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQHR2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQHT2,49,55,49,6264,,69,75,4500,59000,379,1199,55,68,388,229,549
MQGK2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MQGL2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MQGM2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MQGN2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MQGP2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MQGQ2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MQGR2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MQGT2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MR3N2,35,39,35,4104,,49,55,,45000,249,779,39,49,279,149,395
MQH62,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MQH72,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MQH82,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MQH92,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MQHA2,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MQHC2,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MQHD2,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MQHF2,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MQHG2,45,49,45,5616,,59,69,,55000,349,1099,49,64,358,199,495
MR5C2,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MR5E2,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MR5D2,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MR592,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MR5G2,69,85,69,9504,,99,109,,89000,499,1549,75,,548,314,849
MR5K2,69,85,69,9504,,99,109,,89000,499,1549,75,,548,314,849
MR5L2,129,149,129,17064,,179,189,,169000,849,2899,149,,988,549,1495
MR552,29,35,29,3456,,39,45,,35000,179,649,35,,228,119,329
MQ5C2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MQ5D2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MQ5E2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MQ5H2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MQ5J2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MQ582,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MQ592,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MQ5A2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MQ5F2,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MQ5G2,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MQ0G2,59,69,59,7344,,79,89,,,449,1299,,,458,,695
MQ0H2,59,69,59,7344,,79,89,,,449,1299,,,458,,695
MQ0Q2,149,169,149,20304,,199,219,,,999,3299,,,1148,629,1795
MQ0T2,149,169,149,20304,,199,219,,,999,3299,,,1148,629,1795
MQ0U2,149,169,149,20304,,199,219,,,999,3299,,,1148,629,1795
MPV12,79,95,79,10584,,109,129,,,549,1749,,,618,,949
MPV22,79,95,79,10584,,109,129,,,549,1749,,,618,,949
MPV62,79,95,79,10584,,109,129,,,549,1749,,,618,,949
MPQM2,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MQ082,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MQ092,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MQ0E2,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MQ4T2,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MQ4U2,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MQ4V2,49,59,49,6264,,69,75,,,379,1099,,,388,,595
MPU82,69,85,69,9504,,99,109,,89000,499,1549,75,,548,314,849
MPU92,69,85,69,9504,,99,109,,89000,499,1549,75,,548,314,849
MPUA2,69,85,69,9504,,99,109,,89000,499,1549,75,,548,314,849
MPUD2,69,85,69,9504,,99,109,,89000,499,1549,75,,548,314,849
MPU02,129,149,129,17064,,179,189,,169000,849,2899,149,,988,549,1495
MPU12,129,149,129,17064,,179,189,,169000,849,2899,149,,988,549,1495
MPU22,129,149,129,17064,,179,189,,169000,849,2899,149,,988,549,1495
MPU62,129,149,129,17064,,179,189,,169000,849,2899,149,,988,549,1495
MPQL2,29,35,29,3456,,39,45,,35000,179,649,35,,228,119,329
MQ0V2,29,35,29,3456,,39,45,,35000,179,649,35,,228,119,329
MQ0W2,29,35,29,3456,,39,45,,35000,179,649,35,,228,119,329
MQ0X2,29,35,29,3456,,39,45,,35000,179,649,35,,228,119,329
MQ0M2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MQ0N2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MQ0P2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MPTC2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MPTF2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MPVU2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MQ0J2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MQ0K2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MQ0L2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MPT62,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MPT92,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MPVG2,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MNYW2,39,45,39,4860,,,,,,,,,,,,
MQ4L2,39,45,39,4536,,49,,,,299,879,,,298,,395
MQ4M2,39,45,39,4536,,49,,,,299,879,,,298,,395
MQ4N2,39,45,39,4536,,49,,,,299,879,,,298,,395
MQ4P2,39,45,39,4536,,49,,,,299,879,,,298,,395
MQ4Q2,39,45,39,4536,,49,,,,299,879,,,298,,395
MNYV2,39,45,39,4860,,,,,,,,,,,,
MN022,99,119,99,11664,,129,165,,,749,,109,148,788,379,1095
MN002,99,119,99,11664,,129,165,,,749,,109,148,788,379,1095
MN012,99,119,99,11664,,129,165,,,749,,109,148,788,379,1095
MMQR2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMQT2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMQU2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMQV2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMQW2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMQX2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMQY2,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMT02,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMT12,39,45,39,4536,298,49,59,,,,879,39,58,,,395
MMYE2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MMYF2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MMYG2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MMYH2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MMYJ2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MMYK2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MMYL2,49,55,49,6264,388,65,75,,,,1199,49,68,,,549
MMW82,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMWF2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMWK2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMWN2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMWR2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMWW2,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMX02,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMX12,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMX22,35,39,35,4104,258,45,55,,,,779,35,48,,,349
MMY12,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MMY22,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MMY32,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MMY42,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MMY52,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MMY62,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MMY72,45,49,45,5616,348,59,69,,,,1099,45,64,,,495
MN092,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MN0A2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MNN32,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MNN52,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MN2N2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MN2P2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MNND2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MNNE2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MN462,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MN472,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MNN92,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MNNC2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MN2F2,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MN2G2,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MNN72,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MNN82,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM692,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MM6A2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MM6D2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MM6E2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MM6F2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MM6H2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MM322,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MM362,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MMM32,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MM622,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MM632,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MM642,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MM662,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MM672,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MM682,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MM4D2,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MM4G2,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MMM22,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MMHG2,39,45,35,4860,,49,59,,,299,949,39,58,298,149,395
MMHH2,39,45,35,4860,,49,59,,,299,949,39,58,298,149,395
MM2T2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MM2U2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MM2V2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MM2X2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MMJV2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MMJW2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MM3L2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MM3M2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MM3N2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MM3Q2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MMJY2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MMM42,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MNKR2,149,169,129,,,,,,,,2999,159,,,,1595
MM2L2,149,169,129,18144,,199,229,,,1199,3199,,,1148,608,1595
MM292,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2A2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2C2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2D2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2E2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2F2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2G2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2H2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2J2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM2K2,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MMG62,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MMG72,49,55,39,7020,,59,75,,,399,1099,49,,388,,549
MM1Y2,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM202,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM212,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM222,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM232,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM242,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM252,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM262,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM272,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MM282,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MMG42,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MMG52,69,79,55,9504,,89,109,,89000,559,1549,69,,548,,749
MGQL2,99,119,79,12744,,129,165,,,799,2199,109,148,788,379,1095
MGQM2,99,119,79,12744,,129,165,,,799,2199,109,148,788,379,1095
MKXG2,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MKXX2,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MJYR2,169,179,139,21384,,229,269,,,1299,3599,,,1348,,1795
MK0L2,59,69,49,8424,,75,89,,,499,1299,59,,458,,649
MLJK2,59,69,49,8424,,75,89,,,499,1299,59,,458,,649
MK0D2,79,89,65,10584,,99,129,,,619,1749,79,,618,,849
MK0E2,79,89,65,10584,,99,129,,,619,1749,79,,618,,849
MKXJ2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MKXK2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MKXL2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MKXM2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MKXN2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MKXP2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MKXQ2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MLCY2,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MLD02,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MLD12,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MLD22,39,45,35,4860,,49,59,,,299,879,39,58,298,149,395
MKX92,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MKXC2,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MKXD2,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MKXE2,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MKXF2,49,55,39,7020,,65,75,,,379,1199,49,68,388,199,549
MKY02,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MKY12,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MKY22,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MKY32,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MKY42,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MKY52,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MKY62,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MLCU2,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MLCV2,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MLCW2,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MLCX2,35,39,29,4104,,45,55,,,249,779,35,48,258,129,349
MKXR2,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MKXT2,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MKXU2,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MKXV2,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MKXW2,45,49,35,6264,,59,69,,,349,1099,45,64,358,179,495
MKLV2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKLW2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKLX2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKLY2,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKM02,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKM12,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKM22,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKM32,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKM42,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKM52,39,45,35,4860,,49,59,,,299,879,39,58,298,169,395
MKLK2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MKLL2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MKLM2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MKLN2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MKLP2,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MLD32,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MLD42,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MLD52,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MLD62,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MLD72,59,69,49,8424,,75,89,,,499,1299,59,88,458,229,649
MGNC2,39,39,35,4104,,49,59,,,299,879,39,,298,,395
MGNK2,39,39,35,4104,,49,59,,,299,879,39,,298,,395
MGNL2,39,39,35,4104,,49,59,,,299,879,39,,298,,395
MGNM2,39,39,35,4104,,49,59,,,299,879,39,,298,,395
MGNN2,39,39,35,4104,,49,59,,,299,879,39,,298,,395
MGNQ2,39,39,35,4104,,49,59,,,299,879,39,,298,,395
MGNT2,39,39,35,4104,,49,59,,,299,879,39,,298,,395
MGN32,69,69,59,8424,,89,109,,,529,1549,69,,548,,749
MGN62,69,69,59,8424,,89,109,,,529,1549,69,,548,,749
MGND2,69,69,59,8424,,89,109,,,529,1549,69,,548,,749
MGMN2,69,69,59,8424,,89,109,,,529,1549,69,,548,,749
MGMW2,69,69,59,8424,,89,109,,,529,1549,69,,548,,749
MGTM2,39,39,35,4104,,49,59,,,299,879,39,58,298,149,395
MGTN2,39,39,35,4104,,49,59,,,299,879,39,58,298,149,395
MGTP2,39,39,35,4104,,49,59,,,299,879,39,58,298,149,395
MGTQ2,39,39,35,4104,,49,59,,,299,879,39,58,298,149,395
MGXK2,39,39,35,4104,,49,59,,,299,879,39,58,298,149,395
MGXL2,39,39,35,4104,,49,59,,,299,879,39,58,298,149,395
MGXN2,39,39,35,4104,,49,59,,,299,879,39,58,298,149,395
MGTR2,79,79,65,9504,,99,129,,,619,1749,79,118,618,339,849
MGTT2,79,79,65,9504,,99,129,,,619,1749,79,118,618,339,849
MGTU2,79,79,65,9504,,99,129,,,619,1749,79,118,618,339,849
MGTV2,79,79,65,9504,,99,129,,,619,1749,79,118,618,339,849
MGTW2,79,79,65,9504,,99,129,,,619,1749,79,118,618,339,849
MGR92,39,39,35,4104,,,,,,,,,58,,149,
MGRF2,39,39,35,4104,,,,,,,,,58,,149,
MGRG2,39,39,35,4104,,,,,,,,,58,,149,
MGRH2,39,39,35,4104,,,,,,,,,58,,149,
MGXW2,39,39,35,4104,,,,,,,,,58,,149,
MGXX2,39,39,35,4104,,,,,,,,,58,,149,
MGQR2,49,49,39,5832,,,,,,,,,68,,199,
MGQV2,49,49,39,5832,,,,,,,,,68,,199,
MGQW2,49,49,39,5832,,,,,,,,,68,,199,
MGQX2,49,49,39,5832,,,,,,,,,68,,199,
MGQY2,49,49,39,5832,,,,,,,,,68,,199,
MGQF2,35,35,29,3888,,,,,,,,,48,,129,
MGQG2,35,35,29,3888,,,,,,,,,48,,129,
MGQH2,35,35,29,3888,,,,,,,,,48,,129,
MGQJ2,35,35,29,3888,,,,,,,,,48,,129,
MGXT2,35,35,29,3888,,,,,,,,,48,,129,
MGXU2,35,35,29,3888,,,,,,,,,48,,129,
MGR22,45,45,35,5184,,,,,,,,,64,,179,
MGR32,45,45,35,5184,,,,,,,,,64,,179,
MGR52,45,45,35,5184,,,,,,,,,64,,179,
MGR62,45,45,35,5184,,,,,,,,,64,,179,
MGR82,45,45,35,5184,,,,,,,,,64,,179,
MF059,39,39,35,4080,,,,,,,,,,,,
MF060,39,39,35,4080,,,,,,,,,,,,
MF061,39,39,35,4080,,,,,,,,,,,,
MF062,39,39,35,4080,,,,,,,,,,,,
MF063,39,39,35,4080,,,,,,,,,,,,
MF394,39,39,35,4080,,,,,,,,,,,,
ME706,69,69,59,8100,,89,109,,,,,69,98,,279,
ME707,69,69,59,8100,,89,109,,,,,69,98,,279,
ME708,69,69,59,8100,,89,109,,,,,69,98,,279,
ME709,69,69,59,8100,,89,109,,,,,69,98,,279,
ME710,69,69,59,8100,,89,109,,,,,69,98,,279,
ME711,69,69,59,8100,,89,109,,,,,69,98,,279,
MF053,39,39,35,4080,,,,,,,,,,,,
MF054,39,39,35,4080,,,,,,,,,,,,
MF055,39,39,35,4080,,,,,,,,,,,,
MF056,39,39,35,4080,,,,,,,,,,,,
MF057,39,39,35,4080,,,,,,,,,,,,
MF058,39,39,35,4080,,,,,,,,,,,,
MF047,79,79,65,9400,,99,129,,,,,79,118,,299,
MF048,79,79,65,9400,,99,129,,,,,79,118,,299,
MF049,79,79,65,9400,,99,129,,,,,79,118,,299,
MF050,79,79,65,9400,,99,129,,,,,79,118,,299,
MF051,79,79,65,9400,,99,129,,,,,79,118,,299,
MF052,79,79,65,9400,,99,129,,,,,79,118,,299,
MF041,39,39,35,4080,,,,,,,,,,,,
MF042,39,39,35,4080,,,,,,,,,,,,
MF043,39,39,35,4080,,,,,,,,,,,,
MF044,39,39,35,4080,,,,,,,,,,,,
MF045,39,39,35,4080,,,,,,,,,,,,
MF046,39,39,35,4080,,,,,,,,,,,,
MF035,29,29,25,3080,,,,,,,,,,,,
MF036,29,29,25,3080,,,,,,,,,,,,
MF037,29,29,25,3080,,,,,,,,,,,,
MF038,29,29,25,3080,,,,,,,,,,,,
MF039,29,29,25,3080,,,,,,,,,,,,
MF040,29,29,25,3080,,,,,,,,,,,,
MF631,9,9,7,980,,,,,,,,,,,,
MD828,39,39,35,3980,,,,,,,,,,,,
MD963,39,39,35,3980,,,,,,,,,,,,
MD967,39,39,35,3980,,,,,,,,,,,,
MD968,39,39,35,3980,,,,,,,,,,,,
MD969,39,39,35,3980,,,,,,,,,,,,
MD970,39,39,35,3980,,,,,,,,,,,,
